,strategy,gov_policy,quarantine_length,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
166,S5,no_TTI,12,0.7846327813614751,3.9721878862793574,0.0,0.0,0.0,765.7439999999999,77.12400000000001,50.172000000000004,11.717569917085598,-1.199040866595169e-17
167,S5,no_TTI,12,0.7993098067566871,4.113048707155743,0.0,0.0,0.0,772.392,82.08000000000001,54.132,11.99697349636355,-2.531308496145357e-17
168,S5,no_TTI,14,0.8265453328758218,3.7254545454545456,0.0,0.0,0.0,814.2,73.76400000000001,46.403999999999996,10.99440240905873,1.3322676295501878e-17
169,S5,no_TTI,14,0.7351267237534436,3.925239234449761,0.0,0.0,0.0,828.696,78.756,51.431999999999995,12.574417414610908,-7.993605777301126e-18
170,S5,symptom_based_TTI,6,0.7232985164945961,4.1624700239808154,535.848,75.996,89.48400000000001,1683.4560000000001,83.316,52.068,14.351942332021611,2.4185145618225543
171,S5,symptom_based_TTI,6,0.7185910618767933,3.8674065420560746,478.896,66.432,89.05199999999999,1560.528,79.452,49.992000000000004,12.85667797304787,1.8405872517552913
172,S5,symptom_based_TTI,8,0.6461855804098551,3.8486803519061583,513.456,75.132,88.992,1749.0,78.744,51.996,11.644842180539078,1.882200844275292
173,S5,symptom_based_TTI,8,0.6565905411852528,4.0476190476190474,524.424,71.976,90.52799999999999,1814.088,81.60000000000001,53.892,12.577568570148392,1.8935661195569096
174,S5,symptom_based_TTI,10,0.6712083956918605,3.902483343428225,522.528,71.112,88.704,1950.8880000000001,77.316,48.888,12.867507209941362,2.262512054611494
175,S5,symptom_based_TTI,10,0.5821961904706207,3.5919335705812574,497.85599999999994,66.48,89.724,1835.6879999999999,72.672,47.616,11.429471721734831,1.8475349526635716
176,S5,symptom_based_TTI,12,0.6153568974905727,3.924408540103866,519.108,76.44,89.568,2118.264,81.61200000000001,52.056000000000004,14.412663455217995,2.3463745045680584
177,S5,symptom_based_TTI,12,0.635935652108889,3.904956268221574,540.576,74.80799999999999,89.58000000000001,2090.1839999999997,80.36399999999999,53.208,12.006303461322373,2.062140818276692
178,S5,symptom_based_TTI,14,0.662014908706093,4.202818627450981,498.156,66.92399999999999,89.952,2229.168,82.30799999999999,54.468,12.51549727055085,2.359602757349025
179,S5,symptom_based_TTI,14,0.7481805472934668,3.974065138721351,560.28,78.408,88.96799999999999,2283.1679999999997,79.06800000000001,49.224000000000004,12.878736140352773,2.0794636906964117
180,S5,test_based_TTI,6,0.6548815375743884,3.738974970202622,52.476,5.8919999999999995,89.544,886.8240000000001,75.288,47.208000000000006,13.346030069188938,1.547275290213183
181,S5,test_based_TTI,6,0.7277160641446262,4.159297395517868,62.58,11.315999999999999,90.096,925.656,82.404,53.208,12.662550829507381,2.1159385076592985
182,S5,test_based_TTI,8,0.7200102206662566,4.105358217940999,51.888,7.86,89.47200000000001,1018.1280000000002,81.82799999999999,53.544,12.446111607926852,1.4866446737533228
183,S5,test_based_TTI,8,0.7652681128026739,3.912759643916914,65.06400000000001,8.964,89.48400000000001,1097.832,79.116,49.728,11.991882963758453,1.9223957953714883
184,S5,test_based_TTI,10,0.6762901261402725,3.953446191051995,70.764,11.508,89.80799999999999,1296.7199999999998,78.468,50.064,12.854656773189628,2.1263368031782557
185,S5,test_based_TTI,10,0.7034860090790327,4.08955223880597,54.275999999999996,7.800000000000001,89.94000000000001,1155.9599999999998,82.2,54.432,11.933666311148395,1.694264906363062
186,S5,test_based_TTI,12,0.6976550825739746,3.855757575757576,52.968,8.927999999999999,89.4,1286.088,76.344,48.635999999999996,12.2023811862976,1.6920481787377069
187,S5,test_based_TTI,12,0.742656171314672,3.8198146002317497,48.672000000000004,5.016,87.804,1211.088,79.116,50.28,11.799662824979261,1.6544425547512687
188,S5,test_based_TTI,14,0.6823681534078333,3.9941894247530505,54.396,7.632000000000001,89.78399999999999,1454.472,82.488,52.872,13.885285320585043,1.6384475752363923
189,S5,test_based_TTI,14,0.6586247467403727,3.82641291810842,50.964000000000006,7.68,88.584,1418.0639999999999,79.62,51.204,13.21717619588583,1.4941600739405003
190,S5,test_based_TTI_test_contacts,6,0.7288159515418708,3.975103734439834,64.53599999999999,9.575999999999999,140.076,720.408,80.472,52.391999999999996,11.677888048699648,1.647961828286729
191,S5,test_based_TTI_test_contacts,6,0.7103256537444108,4.020734597156398,62.532000000000004,8.867999999999999,139.11599999999999,728.3520000000001,81.444,51.744,13.138944952363369,2.1726986053898547
192,S5,test_based_TTI_test_contacts,8,0.6657382685926714,3.8351990049751246,53.964,7.715999999999999,131.796,749.592,74.004,48.912,10.646473023246152,1.5994413459896668
193,S5,test_based_TTI_test_contacts,8,0.6660701734663552,3.712941176470588,60.24,9.444,136.416,772.1519999999999,75.744,48.612,11.537429478166606,2.006738983119758
194,S5,test_based_TTI_test_contacts,10,0.6372470438821883,3.8446191051995164,52.019999999999996,7.668,130.38,801.024,76.308,50.16,11.728829490288247,1.771091182738083
195,S5,test_based_TTI_test_contacts,10,0.6721583109094684,3.8077844311377245,49.752,7.343999999999999,129.168,802.9920000000001,76.308,49.464,11.74646491145255,1.627482537921708
196,S5,test_based_TTI_test_contacts,12,0.641767208997961,3.5343653250773994,42.55200000000001,5.472,123.108,829.536,68.496,44.352,10.214568016929443,1.4919834726900802
197,S5,test_based_TTI_test_contacts,12,0.6489071001675234,3.7354368932038833,53.652,9.672,132.636,885.6,73.872,47.052,12.506775698232186,1.4804374888548832
198,S5,test_based_TTI_test_contacts,14,0.6289373291124428,3.726051401869159,52.728,7.308000000000001,131.196,908.28,76.548,48.959999999999994,13.003187466397874,1.6639240443161099
199,S5,test_based_TTI_test_contacts,14,0.6404137495457094,3.8949004975124377,55.308,8.196,134.496,937.344,75.15599999999999,48.492000000000004,12.683289567905117,1.6232867208608892
