,strategy,gov_policy,compliance,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
163,S5,no_TTI,0.6,0.48960188806412047,3.395657418576598,0.0,0.0,0.0,548.424,67.55999999999999,52.56,5.258880835076265,2.1316282072803006e-17
164,S5,no_TTI,0.7,0.44678330547670925,2.989734299516908,0.0,0.0,0.0,696.6959999999999,59.412,43.92,6.6135221535668345,-1.3322676295501879e-18
165,S5,no_TTI,0.7,0.4749787018030275,3.2333954065797643,0.0,0.0,0.0,692.76,62.508,47.135999999999996,6.189711736743876,3.996802888650563e-18
166,S5,no_TTI,0.8,0.38623590462292773,3.023049645390071,0.0,0.0,0.0,848.856,61.379999999999995,46.08,7.457866192536078,1.4654943925052067e-17
167,S5,no_TTI,0.8,0.37368951219232727,3.269803454437165,0.0,0.0,0.0,871.3439999999999,65.88000000000001,50.856,7.49490370834899,1.0658141036401503e-17
168,S5,no_TTI,0.9,0.3397411035429787,3.3445907269605035,0.0,0.0,0.0,1098.96,70.116,52.296,10.69766750532499,2.1316282072803006e-17
169,S5,no_TTI,0.9,0.3187017668322189,3.049079754601227,0.0,0.0,0.0,1090.68,59.64,42.72,10.686193440761791,-6.661338147750939e-18
170,S5,symptom_based_TTI,0.5,0.5325135474084625,3.002932551319648,67.572,8.772,57.504000000000005,544.248,61.44,45.564,4.832477704846243,0.1482951151766208
171,S5,symptom_based_TTI,0.5,0.539056298869064,3.1495877502944643,66.24000000000001,7.524000000000001,56.82,536.256,64.176,48.516,4.477166351015676,0.19902250322827797
172,S5,symptom_based_TTI,0.6,0.49546460861169556,3.3645320197044337,79.27199999999999,9.972,68.03999999999999,694.9200000000001,65.568,50.616,5.025196904084515,0.2711888032907669
173,S5,symptom_based_TTI,0.6,0.47349172512533977,3.207440100882724,79.128,9.408,66.84,679.056,61.044000000000004,47.076,4.6710407932636935,0.2854646941508452
174,S5,symptom_based_TTI,0.7,0.4220149231070868,3.2279761904761903,88.416,10.932,77.22,875.52,65.076,49.428,6.882793754214263,0.2573853959468686
175,S5,symptom_based_TTI,0.7,0.4458901597367186,3.1775110549589387,91.25999999999999,11.856,78.396,882.9599999999999,60.36,46.116,5.549319293522145,0.22455123211915123
176,S5,symptom_based_TTI,0.8,0.37319332451019444,3.162272993555946,102.48,12.276,89.7,1155.0720000000001,64.776,47.916,8.721801803773886,0.4937061369592905
177,S5,symptom_based_TTI,0.8,0.35222000208659227,3.0865030674846627,105.96000000000001,12.336,89.84400000000001,1155.288,60.372,45.84,7.102466653545272,0.5401101056409815
178,S5,symptom_based_TTI,0.9,0.30320651309170304,3.145314353499407,112.64399999999999,13.872,100.36800000000001,1373.2800000000002,63.635999999999996,48.06,8.786343716191515,0.6551821109371434
179,S5,symptom_based_TTI,0.9,0.3047059335878602,3.069197795468463,113.46000000000001,12.744,101.124,1403.4479999999999,60.144,44.232,9.38121033517146,0.5597721902408233
180,S5,test_based_TTI,0.5,0.5471241961626405,3.0704310868245295,6.648,0.828,55.512,448.632,60.684000000000005,45.564,4.107278034384545,0.1993593526570329
181,S5,test_based_TTI,0.5,0.540427300239007,3.148342059336824,7.763999999999999,0.9359999999999999,56.556,477.86400000000003,64.944,48.839999999999996,4.8305731924537385,0.12549245821603194
182,S5,test_based_TTI,0.6,0.5036776945474649,3.249540159411404,8.196,0.972,66.97200000000001,601.512,63.6,48.588,4.940862967741242,0.2131571945757812
183,S5,test_based_TTI,0.6,0.5131889687162878,3.266060606060606,7.86,0.96,68.01599999999999,621.096,64.668,49.08,5.251981127739798,0.17487729167770383
184,S5,test_based_TTI,0.7,0.3792872242739102,2.986198964922369,9.432,0.9840000000000001,77.832,803.952,62.315999999999995,46.728,7.366080229545866,0.3069539743061765
185,S5,test_based_TTI,0.7,0.42417768903945297,3.1207729468599035,8.844,0.876,78.708,800.88,62.016000000000005,46.884,6.511460688215379,0.19128027519261645
186,S5,test_based_TTI,0.8,0.36688301006282364,3.274278987639788,13.463999999999999,1.488,89.928,1042.992,66.756,50.856,7.979510215169846,0.44047897566930694
187,S5,test_based_TTI,0.8,0.3568744601007608,3.0936170212765957,11.772,1.368,90.0,1001.8319999999999,61.068000000000005,45.72,7.864995113001233,0.43830304460974806
188,S5,test_based_TTI,0.9,0.2659893434847856,3.011990407673861,12.876000000000001,1.74,101.64,1262.8799999999999,60.288,44.616,9.96874226798218,0.3792150328263454
189,S5,test_based_TTI,0.9,0.312331727252827,3.143802647412756,11.844,1.548,100.596,1211.808,62.699999999999996,47.46,8.503258682492792,0.5075973491768174
190,S5,test_based_TTI_test_contacts,0.5,0.5374078697836803,3.280952380952381,6.012,0.6599999999999999,58.692,412.608,66.144,50.748,4.46067854878982,0.10117879637118787
191,S5,test_based_TTI_test_contacts,0.5,0.5559181555734479,3.2685925015365704,7.104,0.888,59.532,429.456,63.816,48.06,4.784634052378703,0.11761987820530549
192,S5,test_based_TTI_test_contacts,0.6,0.4921319176913145,3.098340503995083,7.692,0.864,71.508,541.488,60.492,45.78,4.93838586988139,0.16523056911339268
193,S5,test_based_TTI_test_contacts,0.6,0.5064645773487634,3.294691885295912,8.94,1.1880000000000002,72.612,564.696,64.80000000000001,49.128,5.564067471309278,0.14678722139524844
194,S5,test_based_TTI_test_contacts,0.7,0.43311031225364444,3.1343465045592707,8.484,1.152,83.664,721.968,61.87199999999999,47.028000000000006,6.034373744091711,0.26002869202135187
195,S5,test_based_TTI_test_contacts,0.7,0.4386734235387199,3.127294256956779,9.264000000000001,1.344,84.63600000000001,715.416,63.384,47.64,6.599770660981529,0.25319639073569916
196,S5,test_based_TTI_test_contacts,0.8,0.3606312747203269,3.3463855421686746,13.044,1.7040000000000002,100.236,909.096,66.66,50.976,8.050830669921387,0.4493943376497028
197,S5,test_based_TTI_test_contacts,0.8,0.3446819257945726,3.19535175879397,9.9,1.5,98.196,870.912,61.044000000000004,46.26,7.8903986326349935,0.3087978569854947
198,S5,test_based_TTI_test_contacts,0.9,0.2693708531226727,3.0926479378362224,12.491999999999999,1.536,111.888,1112.736,62.087999999999994,46.836,9.447500453426525,0.3966102992826849
199,S5,test_based_TTI_test_contacts,0.9,0.3347290635782586,3.192473781616286,11.964,1.296,110.784,1060.416,62.099999999999994,46.692,8.42980531932874,0.4670449359469709
