,strategy,gov_policy,n_cases,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
131,S4,symptom_based_TTI,10000,0.9942952828848136,3.8507,633.7800000000001,83.88,58.14,9354.408,462.08399999999995,219.27599999999998,98.56433718633977,24.928228867482822
132,S4,symptom_based_TTI,20000,0.9486658083447436,3.9265,609.2099999999999,86.364,57.432,9053.436,471.18,232.53,100.04413299162789,24.765970007003517
133,S4,symptom_based_TTI,20000,0.9291633782646058,3.8685,588.2579999999999,81.46199999999999,57.9,8871.66,464.22,226.902,102.58135973194088,23.237034876306915
134,S4,symptom_based_TTI,30000,0.9381419605071045,3.8593,603.656,85.72,58.432,9022.832,463.11600000000004,224.996,101.38995673925328,24.153007999894328
135,S4,symptom_based_TTI,30000,0.9567536783478549,3.8992,610.048,83.348,57.408,9068.024000000001,467.904,229.392,99.2501676492066,24.451390949051028
136,S4,symptom_based_TTI,40000,0.9551772732408558,3.915625,613.476,86.403,57.522,9107.238,469.875,231.24599999999998,99.67956353223332,24.328163678864513
137,S4,symptom_based_TTI,40000,0.922085184599614,3.88605,615.153,86.703,58.365,9129.036,466.326,227.403,103.74483734365825,24.527940504388408
138,S4,symptom_based_TTI,50000,0.9412601534718147,3.88146,606.0024,84.0192,57.912,9045.8928,465.77520000000004,227.28,100.9709925160782,24.572989067304285
139,S4,symptom_based_TTI,50000,0.9335802185874195,3.8779,587.9616,80.1792,57.816,8805.5856,465.348,230.86319999999998,98.77854507119552,23.676628698314524
140,S4,test_based_TTI,10000,1.0052688448641574,3.8339,601.2120000000001,79.044,57.288,8932.392,460.068,223.896,97.21984108930819,18.319897526993532
141,S4,test_based_TTI,10000,1.0058704977558013,3.9586,627.5640000000001,92.328,57.9,9285.528,475.03200000000004,232.512,102.11300700119065,19.702533268113857
142,S4,test_based_TTI,20000,0.9868619405297304,3.8868,597.66,85.71000000000001,57.498000000000005,8913.323999999999,466.416,230.568,98.56361031121357,18.860956825220256
